Symbol;date time;open;high;low;close;close5;close10;close15;AC;AD;AO;ATR;BEP;BUP;DMK;FORCE;FRACTAL;ICHIMOKU;BWMFI;Momentum_GAP;MA;OsMA;MACD_GAP;OBV;SAR;RSI;RVI;STDDEV;Stochastic_GAP;WPR
XAUUSD_15;2022.06.03 18:00;1850.95000;1851.26000;1849.42000;1849.55000;1852.01000;1860.05000;1860.78000;-0.43878;2251760.02366;-10.31647;3.01643;-4.09145;-2.25145;0.08029;-860.56615;1851.26000;1853.11500;2.25490;0.23782;-9.68833;1862.56827;-0.85246;-0.67356;-636095.00000;1858.32125;30.01132;-0.38231;2.77212;4.89580
XAUUSD_15;2022.06.03 18:15;1849.54000;1849.77000;1847.45000;1847.53000;1849.81000;1857.79000;1860.77000;-0.03713;2250763.81676;-10.18679;2.83357;-5.20696;-2.88696;0.03240;-1213.21538;0.00000;1851.95000;2.16822;0.22875;-9.22371;1861.92302;-0.67573;-0.60950;-637165.00000;1857.30812;27.15756;-0.37226;2.40826;-0.18797
XAUUSD_15;2022.06.03 18:30;1847.53000;1848.92000;1847.38000;1848.86000;1850.86000;1856.45000;1863.26000;0.21082;2251639.79079;-9.98259;2.69429;-4.73454;-3.19454;0.03849;-762.19231;0.00000;1850.71000;1.62105;-0.06898;-5.08063;1861.24779;-0.61085;-0.40895;-636215.00000;1856.12515;31.75869;-0.36683;1.80667;-4.94108
XAUUSD_15;2022.06.03 18:45;1848.86000;1849.22000;1848.46000;1848.95000;1849.03000;1853.07000;1862.27000;0.35392;2251784.52763;-9.75918;2.46214;-3.20246;-2.44246;0.06500;-426.92308;0.00000;1850.45500;1.52000;0.02946;4.17215;1860.58373;-0.40964;-0.20719;-635715.00000;1854.90083;32.07138;-0.34091;1.63013;-1.19415
XAUUSD_15;2022.06.03 19:00;1849.01000;1849.09000;1847.62000;1848.03000;1850.96000;1852.65000;1859.29000;0.34385;2251604.11946;-9.63144;2.29929;-3.52354;-2.05354;0.06112;-306.31385;0.00000;1849.71000;3.60294;0.19427;1.15469;1859.80459;-0.20309;-0.08487;-636123.00000;1853.84791;30.53132;-0.28027;1.45839;3.73929
XAUUSD_15;2022.06.03 19:15;1847.96000;1849.68000;1847.89000;1849.60000;1849.55000;1852.01000;1860.05000;0.33158;2251973.82896;-9.47553;2.23429;-3.03303;-1.24303;0.12220;-213.93077;0.00000;1849.32000;4.40887;0.41357;4.19098;1859.01501;-0.08691;0.13904;-635717.00000;1852.94240;36.16479;-0.21631;1.28644;9.54934
XAUUSD_15;2022.06.03 19:30;1849.64000;1850.36000;1849.18000;1850.34000;1847.53000;1849.81000;1857.79000;0.74681;2252336.11710;-8.77868;2.11357;-1.65974;-0.47974;0.23230;-78.75000;0.00000;1849.32000;3.14667;0.43583;4.97327;1858.31732;0.14045;0.37652;-635342.00000;1852.16367;38.68853;-0.14631;1.31282;16.84109
XAUUSD_15;2022.06.03 19:45;1850.33000;1851.07000;1850.06000;1850.85000;1848.86000;1850.86000;1856.45000;1.24678;2252597.41413;-7.85274;1.86143;-0.78121;0.22879;0.28821;-64.10769;1851.07000;1849.32000;2.18143;0.60340;6.15516;1857.68098;0.37681;0.58284;-634879.00000;1851.49395;40.43632;-0.07306;1.39222;27.97736
XAUUSD_15;2022.06.03 20:00;1850.84000;1850.93000;1848.38000;1848.87000;1848.95000;1849.03000;1853.07000;1.35471;2252197.21805;-7.24121;1.91571;-2.17961;0.37039;0.25827;-157.00000;0.00000;1849.32000;3.92308;0.66874;1.20469;1857.11629;0.58234;0.59842;-635529.00000;1851.07000;36.13010;-0.01400;1.25967;-2.59040
XAUUSD_15;2022.06.03 20:15;1848.88000;1850.55000;1848.73000;1850.54000;1848.03000;1850.96000;1852.65000;1.45132;2252552.27299;-6.52288;1.91500;-1.82680;-0.00680;0.34907;20.15923;0.00000;1849.22500;5.06964;0.45332;5.71996;1856.46196;0.59873;0.72826;-635170.00000;1851.07000;41.76333;-0.00228;1.29169;-9.72895
XAUUSD_15;2022.06.03 20:30;1850.54000;1851.49000;1850.34000;1851.15000;1849.60000;1849.55000;1852.01000;1.57324;2252739.86430;-5.63232;1.77071;-0.30155;0.84845;0.45126;10.23923;1851.49000;1849.43500;2.50545;0.59314;7.98815;1855.82258;0.72830;0.83825;-634711.00000;1847.38000;43.71606;0.00440;1.42262;-3.02560
XAUUSD_15;2022.06.03 20:45;1851.13000;1851.26000;1850.57000;1850.74000;1850.34000;1847.53000;1849.81000;1.49223;2252515.15415;-4.94700;1.62714;-0.08561;0.60439;0.42714;58.27154;0.00000;1849.55500;1.55756;0.36760;3.38070;1855.28546;0.83668;0.86551;-635154.00000;1847.46220;42.68018;0.05731;1.16951;8.77243
XAUUSD_15;2022.06.03 21:00;1850.64000;1851.06000;1850.18000;1850.37000;1850.85000;1848.86000;1850.86000;1.29518;2252368.56324;-4.46688;1.50500;-0.43481;0.44519;0.40719;-11.70923;0.00000;1849.55500;3.41085;0.37184;4.32034;1854.75235;0.85719;0.83490;-635412.00000;1847.54276;41.71942;0.12167;1.06653;0.45983
XAUUSD_15;2022.06.03 21:15;1850.37000;1850.81000;1849.92000;1850.81000;1848.87000;1848.95000;1849.03000;1.18979;2252542.56324;-3.90503;1.42071;-0.72269;0.16731;0.38197;16.86462;0.00000;1849.69000;5.11494;0.29949;-5.99234;1854.29332;0.82989;0.81186;-635238.00000;1847.62170;43.35248;0.15789;0.99934;-5.29060
XAUUSD_15;2022.06.03 21:30;1850.81000;1851.28000;1850.31000;1851.28000;1850.54000;1848.03000;1850.96000;1.19196;2252711.56324;-3.24785;1.35857;-0.42374;0.54626;0.53247;48.75000;0.00000;1849.93500;5.73964;0.20484;7.16902;1853.94537;0.80889;0.80716;-635069.00000;1847.69907;45.12142;0.17125;0.70843;-0.64960
XAUUSD_15;2022.06.03 21:45;1851.28000;1851.65000;1850.40000;1851.16000;1851.15000;1849.60000;1849.55000;1.05526;2252751.95524;-2.82262;1.28214;-0.39463;0.85537;0.56155;33.08462;1851.65000;1850.01500;6.68449;0.16542;11.60035;1853.68534;0.80617;0.77744;-635256.00000;1847.77489;44.73730;0.17855;0.66396;3.28934
XAUUSD_15;2022.06.05 23:00;1850.56000;1851.62000;1847.36000;1850.56000;1850.74000;1850.34000;1847.53000;0.68085;2252785.61252;-2.75953;1.47643;-3.40111;0.85889;0.37713;8.29769;0.00000;1849.50500;63.58209;0.09636;-7.33992;1853.37532;0.73538;0.70000;-635323.00000;1851.65000;42.77644;0.16382;0.65311;0.87369
XAUUSD_15;2022.06.05 23:15;1850.46000;1850.81000;1849.86000;1849.96000;1850.37000;1850.85000;1848.86000;0.50837;2252719.29673;-2.54829;1.49000;-0.78667;0.16333;0.41183;12.47077;0.00000;1849.50500;11.30952;0.06809;-3.75447;1853.08799;0.66693;0.57383;-635407.00000;1851.65000;40.84832;0.10159;0.67614;-5.69254
XAUUSD_15;2022.06.05 23:30;1849.96000;1851.56000;1849.96000;1851.44000;1850.81000;1848.87000;1848.95000;0.49552;2252787.29673;-2.22518;1.49929;-0.80000;0.80000;0.42196;11.32308;0.00000;1849.50500;20.00000;-0.07089;6.27889;1852.92083;0.55624;0.57852;-635327.00000;1851.62000;47.17355;0.07663;0.44657;2.94527
XAUUSD_15;2022.06.05 23:45;1851.36000;1852.12000;1850.96000;1852.00000;1851.28000;1850.54000;1848.03000;0.62595;2252869.77949;-1.80647;1.45429;0.02286;1.18286;0.41439;13.28000;0.00000;1849.74000;11.15385;0.00595;-2.97102;1852.76654;0.56759;0.61275;-635223.00000;1847.36000;49.37926;0.11156;0.55388;8.22142
XAUUSD_15;2022.06.06 00:00;1851.90000;1852.83000;1851.90000;1852.20000;1851.16000;1851.15000;1849.60000;0.85335;2252835.71497;-1.26818;1.43643;0.78245;1.71245;0.41439;9.96923;0.00000;1850.09500;9.68750;0.03683;-3.18987;1852.60142;0.60627;0.63559;-635127.00000;1847.45520;50.17934;0.15741;0.68061;8.38387
XAUUSD_15;2022.06.06 00:15;1852.20000;1853.14000;1852.20000;1852.30000;1850.56000;1850.74000;1850.34000;1.28529;2252763.28944;-0.35541;1.43143;0.91353;1.85353;0.52692;24.27385;1853.14000;1850.25000;10.21739;-0.16308;-5.09995;1852.42939;0.63977;0.63711;-635035.00000;1847.67019;50.59976;0.17748;0.77404;-0.59471
XAUUSD_15;2022.06.06 00:30;1852.20000;1852.51000;1851.90000;1852.50000;1849.96000;1850.37000;1850.85000;1.41062;2252854.20747;0.34947;1.29286;0.44017;1.05017;0.50741;14.17231;0.00000;1850.25000;6.48936;-0.12395;10.54160;1852.30367;0.64250;0.63202;-634941.00000;1847.99838;51.48162;0.17827;0.80468;-5.66413
XAUUSD_15;2022.06.06 00:45;1852.56000;1852.60000;1851.30000;1851.40000;1851.44000;1850.81000;1848.87000;1.30033;2252745.89978;0.85526;1.25571;-0.15129;1.14871;0.41529;2.46154;0.00000;1850.25000;10.15625;-0.09685;-8.94073;1852.20531;0.65053;0.53202;-635069.00000;1848.30688;46.55874;0.18049;0.76525;-15.02716
XAUUSD_15;2022.06.06 01:00;1851.40000;1853.36000;1851.10000;1852.82000;1852.00000;1851.28000;1850.54000;1.05238;2252959.97058;1.21076;1.33500;-0.54682;1.71318;0.45630;65.60000;0.00000;1850.36000;5.51220;-0.12679;-0.97509;1851.99644;0.55581;0.54617;-634659.00000;1848.59686;52.82947;0.16922;0.86834;-7.22847
XAUUSD_15;2022.06.06 01:15;1853.16000;1853.50000;1851.05000;1851.16000;1852.20000;1851.16000;1851.15000;0.70208;2252648.68078;1.39262;1.46071;-0.52727;1.92273;0.48316;20.78308;1853.50000;1851.68000;7.16374;-0.06543;2.25917;1851.86863;0.59261;0.41329;-635001.00000;1848.97792;46.02984;0.13144;0.85664;-19.50622
XAUUSD_15;2022.06.06 01:30;1851.31000;1851.52000;1850.64000;1851.50000;1852.30000;1850.56000;1850.74000;0.22807;2252879.68078;1.23712;1.46071;-0.92623;-0.04623;0.47489;12.84462;0.00000;1851.73000;3.63636;-0.05081;0.37484;1851.78335;0.45958;0.31794;-634759.00000;1849.43012;47.51975;0.09239;0.78655;-7.85203
XAUUSD_15;2022.06.06 01:45;1851.46000;1851.47000;1850.36000;1850.80000;1852.50000;1849.96000;1850.37000;-0.07904;2252802.80691;1.07515;1.47857;-1.09677;0.01323;0.43057;-13.69846;0.00000;1851.93000;2.99191;-0.01675;-4.30193;1851.76463;0.34879;0.18945;-635130.00000;1849.83711;44.77891;0.06588;0.69569;-11.70284
XAUUSD_15;2022.06.06 02:00;1850.80000;1853.31000;1850.46000;1852.34000;1851.40000;1851.44000;1850.81000;-0.10376;2253185.00691;1.09921;1.61286;-1.12295;1.72705;0.51394;108.65077;0.00000;1851.93000;2.38095;-0.09150;14.84467;1851.81082;0.21033;0.20646;-633933.00000;1850.20340;51.41779;0.04797;0.67180;6.51701
XAUUSD_15;2022.06.06 02:15;1852.44000;1854.15000;1852.44000;1853.32000;1852.82000;1852.00000;1851.28000;0.07295;2253202.96013;1.29221;1.65286;0.60890;2.31890;0.76531;130.35692;1854.15000;1852.25500;2.78502;0.03140;3.88127;1851.87691;0.22549;0.28568;-633319.00000;1850.36000;55.11584;0.05073;0.75714;18.09314
XAUUSD_15;2022.06.06 02:30;1853.31000;1854.01000;1839.84000;1853.05000;1851.16000;1852.20000;1851.16000;-0.67991;2253845.28546;0.32603;2.36071;-12.16523;2.00477;0.29354;176.60538;0.00000;1846.99500;19.07133;-0.01568;-10.02689;1851.90215;0.29436;0.31631;-634062.00000;1854.15000;53.89854;0.04096;0.81206;27.19724
